FID,Name_Common,DBH_inches,CommonName,DBHLastUpd,Mapid_,TreeHeight,CrownWidth,WoodCondit,FoliageCon,HazardTree,Removal,OverRoador,Against_Ov,PruningNee,Structura2,LightningP,Lightning2,AirSpadeNe,AirSpadeDo,NextRootCo,FertilizeN,FertilizeD,SpecialSta,Pests,DateofPlan,SizeatPlan,SourceofTr,FundingBy_,Wilt_Pruf (deprecated),TrunkWrap,DateRemove,DBHatRemov,ReasonForR,Photo1,Photo2,Photo3,Notes,POINT_X,POINT_Y
319,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644670.1735,1451617.102
320,Pin Oak,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644680.5715,1451657.733
321,Flowering Dogwood,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644752.47,1451669.672
322,Flowering Dogwood,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644737.2911,1451652.77
323,Kousa Dogwood,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644722.0375,1451633.77
324,Pin Oak,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644715.3098,1451581.197
325,Pin Oak,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644719.4575,1451593.94
326,Pin Oak,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644720.0255,1451601.611
327,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644736.7065,1451569.808
328,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644747.1412,1451563.456
329,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644751.8358,1451560.943
330,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644756.335,1451558.707
331,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644760.4834,1451556.125
332,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644766.3423,1451551.901
333,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644772.399,1451550.015
334,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644755.3093,1451530.272
335,Flowering Cherry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644778.6328,1451537.874
336,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644779.2571,1451543.686
337,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644784.1151,1451543.53
338,Red Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644764.631,1451517.998
339,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644741.0484,1451501.787
340,Japanese Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644727.6847,1451496.237
341,Flowering Cherry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644678.2186,1451512.383
342,Flowering Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644661.5478,1451519.727
343,Japanese Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644637.1881,1451445.557
344,Bird's Nest Spruce,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644635.9514,1451431.472
345,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644630.0386,1451430.434
346,Japanese Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644643.1767,1451376.706
347,Japanese Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644654.5642,1451412.703
348,Littleleaf Linden,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644690.5254,1451446.976
349,Pin Oak,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644723.3875,1451459.332
350,European Beech,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644773.5272,1451450.709
351,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644807.98,1451432.776
352,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644795.0798,1451403.446
353,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644780.6321,1451376.963
354,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644765.2609,1451342.589
355,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644750.5784,1451313.11
356,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644737.9793,1451283.715
357,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644714.68,1451281.801
358,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644707.4391,1451303.973
359,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644681.9504,1451317.55
360,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644661.5625,1451325.459
361,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644636.6847,1451339.541
362,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644627.1235,1451355.858
363,Japanese Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644604.6705,1451384.528
364,Japanese Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644606.8106,1451372.387
365,Horse Chestnut,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644600.4631,1451329.542
366,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644583.9115,1451336.822
367,Douglas Fir,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644571.4415,1451351.502
368,Douglas Fir,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644583.226,1451366.54
369,Douglas Fir,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644559.4785,1451366.645
370,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644538.3517,1451362.338
371,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644530.993,1451348.541
372,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644548.7524,1451338.891
373,Arborvitae,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644583.7958,1451307.937
374,Arborvitae,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644583.7075,1451303.735
375,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644594.5757,1451303.435
376,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644614.5531,1451242.733
377,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644595.6634,1451256.801
378,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644591.2886,1451250.643
379,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644579.8968,1451246.832
380,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644579.1177,1451259.062
381,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644551.9827,1451261.934
382,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644538.5188,1451255.254
383,Honey Locust,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644559.9273,1451227.011
384,Honey Locust,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644565.2849,1451196.79
385,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644497.9911,1451284.886
386,Douglas Fir,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644468.6154,1451280.874
387,Douglas Fir,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644462.7109,1451274.775
388,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644416.8948,1451250.718
389,Red Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644493.6526,1451233.594
390,Honey Locust,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644457.1145,1451232.548
391,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644640.0492,1451233.089
392,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644662.4385,1451217.349
393,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644677.9544,1451181.114
394,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644715.4279,1451218.677
395,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644704.492,1451194.02
396,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644647.1087,1451122.721
397,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644654.3552,1451089.118
398,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644618.1295,1451057.501
399,Arborvitae,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644575.5927,1451311.04
400,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644779.5016,1451261.008
401,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644832.0046,1451260.765
402,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644815.0508,1451275.868
403,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644840.9496,1451291.535
404,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644846.3659,1451337.516
405,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644833.386,1451373.773
406,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644880.5454,1451411.365
407,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644872.5893,1451454.167
408,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644896.3082,1451484.552
409,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644910.5773,1451490.487
410,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644907.3147,1451500.346
411,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644916.9901,1451521.885
412,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644920.5565,1451530.337
413,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644934.4281,1451519.973
414,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644927.799,1451503.241
415,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644924.9293,1451495.008
416,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644930.5466,1451510.715
417,Red Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644927.3244,1451485.586
418,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644932.5175,1451488.662
419,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644936.0686,1451498.301
420,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644944.5771,1451516.432
421,Red Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644936.5835,1451482.683
422,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644945.522,1451493.152
423,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644950.5367,1451502.592
424,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644951.2943,1451509.413
425,Red Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644948.4563,1451468.588
426,Yellow Birch,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644967.9162,1451483.366
427,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644961.2319,1451454.129
428,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644970.1637,1451434.409
429,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645019.0488,1451412.013
430,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645031.017,1451401.204
431,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645042.7239,1451401.75
432,Yellowwood,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645067.7979,1451429.406
433,Yellowwood,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645083.0956,1451462.048
434,Yellowwood,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645091.6434,1451485.299
435,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645118.2372,1451525.22
436,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645114.0526,1451532.548
437,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645124.338,1451529.839
438,Green Ash,0,Ash,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645190.5601,1451498.514
439,Green Ash,0,Ash,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645165.6262,1451507.003
440,Green Ash,0,Ash,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645233.6449,1451447.067
441,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645268.5567,1451445.955
442,Flowering Dogwood,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645229.294,1451393.307
443,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645210.8151,1451384.985
444,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645205.3695,1451366.501
445,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645189.5607,1451337.11
446,Green Ash,0,Ash,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645142.5873,1451305.385
447,Blue Spruce,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645132.7061,1451276.021
448,Blue Spruce,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645127.7558,1451263.307
449,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645180.7228,1451258.07
450,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645175.2459,1451273.68
451,Silver Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645059.9114,1451247.513
452,Witchhazel,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645052.8335,1451254.589
453,Serviceberry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645033.2341,1451240.7
454,Green Ash,0,Ash,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645040.9388,1451268.904
455,Silver Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645027.971,1451253.753
456,Boxelder,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645012.5582,1451216.57
457,Silver Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645001.7739,1451224.789
458,Serviceberry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645000.7805,1451239.452
459,Silver Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644982.1883,1451237.811
460,Serviceberry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644971.8308,1451260.192
461,Serviceberry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644969.9456,1451291.912
462,Serviceberry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644971.65,1451300.678
463,Serviceberry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645002.184,1451265.617
464,Serviceberry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644976.331,1451279.731
465,Serviceberry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644990.0438,1451286.341
466,Serviceberry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644985.5607,1451274.78
467,Flowering Cherry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644947.0263,1451285.429
468,Flowering Cherry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644927.9598,1451280.888
469,Flowering Cherry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644910.7862,1451302.663
470,Flowering Cherry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644893.9471,1451311.323
471,Flowering Cherry,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644874.2093,1451317.033
472,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644815.8701,1451232.765
473,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644838.7188,1451216.401
474,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644868.5185,1451204.946
475,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644887.7348,1451205.274
476,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644902.4995,1451195.923
477,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644922.2421,1451179.797
478,Zelkova,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644996.3475,1451173.236
479,Zelkova,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645000.5484,1451193.99
480,Canadian Hemlock,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645028.7146,1451192.411
